session_block_order,batch_index,subject,seed,arm,session,block,block_span,is_final_batch_of_block,batch_n,rng_seed,rng_seed_payload,rng_seed_restored,model_training_flag_during_forward,dropout_active_during_forward,batch_mean_entropy,batch_marginal_q1,batch_pred_positive_frac,batch_mean_max_conf,batch_entropy_loss,batch_grad_norm,H_cond,q1,H_marg,dominant_share,mean_max_conf,pred_positive_frac,true_positive_frac,batch_accuracy,batch_balanced_accuracy,affine_drift_l2,affine_norm_l2
metadata_order,3,sub-08,0,source,ses-1,1,65,False,32,1934307478,EEGTTA-PHASE1|v1|metadata_order|source|sub-08|0|3,342895897,False,False,0.593585729598999,0.37299036979675293,0.3125,0.6782526969909668,,,0.5935857453131947,0.3729903642088175,0.6605280427568876,0.6270096357911825,0.6782526839524508,0.3125,0.0,0.6875,nan,,
metadata_order,4,sub-08,0,source,ses-1,1,65,True,1,942059600,EEGTTA-PHASE1|v1|metadata_order|source|sub-08|0|4,1934307478,False,False,0.5369396209716797,0.22807474434375763,0.0,0.7719252109527588,,,0.5369395482034837,0.22807474434375763,0.5369395482034837,0.7719252556562424,0.7719252556562424,0.0,0.0,1.0,nan,,
metadata_order,0,sub-09,0,source,ses-2,0,58,False,32,2029369634,EEGTTA-PHASE1|v1|metadata_order|source|sub-09|0|0,324993075,False,False,0.5506000518798828,0.7326484322547913,0.96875,0.7327679395675659,,,0.5506000294300046,0.7326484275981784,0.5806068239437889,0.7326484275981784,0.7327679181471467,0.96875,1.0,0.96875,nan,,
metadata_order,1,sub-09,0,source,ses-2,0,58,True,26,352482076,EEGTTA-PHASE1|v1|metadata_order|source|sub-09|0|1,2029369634,False,False,0.5076680779457092,0.7280044555664062,0.8461538553237915,0.748775064945221,,,0.5076680598081277,0.7280044830762423,0.5852335402276935,0.7280044830762423,0.7487750374353849,0.8461538461538461,1.0,0.8461538461538461,nan,,
metadata_order,2,sub-09,0,source,ses-1,1,69,False,32,1859814128,EEGTTA-PHASE1|v1|metadata_order|source|sub-09|0|2,352482076,False,False,0.3480607867240906,0.7322748303413391,0.8125,0.8471602201461792,,,0.34806081276460626,0.7322747933649225,0.5809831288894304,0.7322747933649225,0.8471601751662092,0.8125,0.0,0.1875,nan,,
metadata_order,3,sub-09,0,source,ses-1,1,69,False,32,497461099,EEGTTA-PHASE1|v1|metadata_order|source|sub-09|0|3,1859814128,False,False,0.19649389386177063,0.8805108070373535,0.96875,0.9117586612701416,,,0.19649390450199733,0.8805107560481247,0.3659061088106889,0.8805107560481247,0.9117586414788548,0.96875,0.0,0.03125,nan,,
metadata_order,4,sub-09,0,source,ses-1,1,69,True,5,523359438,EEGTTA-PHASE1|v1|metadata_order|source|sub-09|0|4,497461099,False,False,0.025755062699317932,0.9958438873291016,1.0,0.9958438873291016,,,0.025755199767593478,0.9958438754081727,0.02693622285160675,0.9958438754081727,0.9958438754081727,1.0,0.0,0.0,nan,,
metadata_order,0,sub-10,0,source,ses-2,0,71,False,32,1501478652,EEGTTA-PHASE1|v1|metadata_order|source|sub-10|0|0,561499804,False,False,0.6600220799446106,0.5265973806381226,0.5625,0.5938674211502075,,,0.6600220662562206,0.5265974150970578,0.6917316675617444,0.5265974150970578,0.593867409043014,0.5625,1.0,0.5625,nan,,
metadata_order,1,sub-10,0,source,ses-2,0,71,False,32,1499494232,EEGTTA-PHASE1|v1|metadata_order|source|sub-10|0|1,1501478652,False,False,0.6581286191940308,0.5687566995620728,0.71875,0.6012089252471924,,,0.6581285820778294,0.5687567135319114,0.6836621827128102,0.5687567135319114,0.601208926178515,0.71875,1.0,0.71875,nan,,
metadata_order,2,sub-10,0,source,ses-2,0,71,True,7,1913035509,EEGTTA-PHASE1|v1|metadata_order|source|sub-10|0|2,1499494232,False,False,0.6581436395645142,0.6013307571411133,0.8571429252624512,0.6024283170700073,,,0.65814358813517,0.6013307997158596,0.6724683831479329,0.6013307997158596,0.6024282915251595,0.8571428571428571,1.0,0.8571428571428571,nan,,
metadata_order,3,sub-10,0,source,ses-1,1,69,False,32,1023589689,EEGTTA-PHASE1|v1|metadata_order|source|sub-10|0|3,1913035509,False,False,0.6548711061477661,0.43703874945640564,0.3125,0.6168981790542603,,,0.6548711053437607,0.4370387699455023,0.685197861255427,0.5629612300544977,0.6168982293456793,0.3125,0.0,0.6875,nan,,
metadata_order,4,sub-10,0,source,ses-1,1,69,False,32,1781539044,EEGTTA-PHASE1|v1|metadata_order|source|sub-10|0|4,1023589689,False,False,0.6446328163146973,0.4299519956111908,0.3125,0.6236962676048279,,,0.6446328325600457,0.4299519984051585,0.6833013795688776,0.5700480015948415,0.6236962536349893,0.3125,0.0,0.6875,nan,,
metadata_order,5,sub-10,0,source,ses-1,1,69,True,5,139751747,EEGTTA-PHASE1|v1|metadata_order|source|sub-10|0|5,1781539044,False,False,0.6696671843528748,0.45318886637687683,0.4000000059604645,0.5959053039550781,,,0.6696671463364051,0.45318885445594786,0.6887581890159348,0.5468111455440521,0.5959053456783294,0.4,0.0,0.6,nan,,
metadata_order,0,sub-11,0,source,ses-2,0,66,False,32,1216114793,EEGTTA-PHASE1|v1|metadata_order|source|sub-11|0|0,45660294,False,False,0.5701165199279785,0.5888934135437012,0.71875,0.6965935230255127,,,0.5701165592135268,0.588893439155072,0.6772587663057096,0.588893439155072,0.6965934899635613,0.71875,1.0,0.71875,nan,,
metadata_order,1,sub-11,0,source,ses-2,0,66,False,32,1045550219,EEGTTA-PHASE1|v1|metadata_order|source|sub-11|0|1,1216114793,False,False,0.5219122171401978,0.6875438094139099,0.8125,0.7468554377555847,,,0.5219122204626425,0.6875438001006842,0.6210518355786085,0.6875438001006842,0.7468554209917784,0.8125,1.0,0.8125,nan,,
metadata_order,2,sub-11,0,source,ses-2,0,66,True,2,509489231,EEGTTA-PHASE1|v1|metadata_order|source|sub-11|0|2,1045550219,False,False,0.34811222553253174,0.8172720670700073,1.0,0.8172720670700073,,,0.34811218827542895,0.8172720968723297,0.4755048262839915,0.8172720968723297,0.8172720968723297,1.0,1.0,1.0,nan,,
