subject,seed,arm,session_block_order,accuracy,balanced_accuracy,f1,roc_auc,n_windows,n_true_positive_class,n_predicted_positive,confusion_matrix
sub-18,2,tent_literal,metadata_order,0.4405594405594406,0.44207436399217215,0.47368421052631576,0.45499021526418787,143,70,82,"[[27, 46], [34, 36]]"
sub-19,2,tent_literal,metadata_order,0.4722222222222222,0.4722222222222222,0.4411764705882353,0.4562114197530865,144,72,64,"[[38, 34], [42, 30]]"
sub-20,2,tent_literal,metadata_order,0.5524475524475524,0.5484723854289072,0.4838709677419355,0.4755189972581277,143,69,55,"[[49, 25], [39, 30]]"
sub-21,2,tent_literal,metadata_order,0.4881889763779528,0.48896329365079366,0.43478260869565216,0.46750992063492064,127,64,51,"[[37, 26], [39, 25]]"
sub-22,2,tent_literal,metadata_order,0.4589041095890411,0.4589041095890411,0.5212121212121212,0.44210921373616074,146,73,92,"[[24, 49], [30, 43]]"
sub-23,2,tent_literal,metadata_order,0.5135135135135135,0.5135135135135136,0.5714285714285714,0.5012783053323594,148,74,94,"[[28, 46], [26, 48]]"
sub-24,2,tent_literal,metadata_order,0.4647887323943662,0.4650793650793651,0.4722222222222222,0.4392857142857143,142,70,74,"[[32, 40], [36, 34]]"
sub-25,2,tent_literal,metadata_order,0.4452054794520548,0.4452054794520548,0.425531914893617,0.46031150309626573,146,73,68,"[[35, 38], [43, 30]]"
sub-26,2,tent_literal,metadata_order,0.47619047619047616,0.47611995557201037,0.48322147651006714,0.4885227693446872,147,74,75,"[[34, 39], [38, 36]]"
sub-27,2,tent_literal,metadata_order,0.47619047619047616,0.4758422806368011,0.5032258064516129,0.44279896334690855,147,74,81,"[[31, 42], [35, 39]]"
sub-28,2,tent_literal,metadata_order,0.4732824427480916,0.46526789947842573,0.4,0.47961119013750597,131,57,58,"[[39, 35], [34, 23]]"
sub-29,2,tent_literal,metadata_order,0.5205479452054794,0.5208333333333333,0.5138888888888888,0.5093843843843844,146,74,70,"[[39, 33], [37, 37]]"
sub-30,2,tent_literal,metadata_order,0.5205479452054794,0.5205479452054794,0.5569620253164557,0.49896791142803526,146,73,85,"[[32, 41], [29, 44]]"
sub-31,2,tent_literal,metadata_order,0.4722222222222222,0.4715415782365425,0.4411764705882353,0.4918001157630716,144,71,65,"[[38, 35], [41, 30]]"
sub-32,2,tent_literal,metadata_order,0.5037593984962406,0.5041855203619909,0.5074626865671642,0.5015837104072398,133,65,69,"[[33, 35], [31, 34]]"
sub-33,2,tent_literal,metadata_order,0.496551724137931,0.4961948249619482,0.46715328467153283,0.4838280060882801,145,72,65,"[[40, 33], [40, 32]]"
sub-34,2,tent_literal,metadata_order,0.496551724137931,0.496765601217656,0.48226950354609927,0.488013698630137,145,73,68,"[[38, 34], [39, 34]]"
sub-35,2,tent_literal,metadata_order,0.5068493150684932,0.5068493150684932,0.5135135135135135,0.503846875586414,146,73,75,"[[36, 37], [35, 38]]"
sub-36,2,tent_literal,metadata_order,0.5103448275862069,0.5100837138508372,0.4892086330935252,0.5270167427701674,145,72,67,"[[40, 33], [38, 34]]"
sub-37,2,tent_literal,metadata_order,0.5327868852459017,0.5350731842032588,0.49557522123893805,0.5313449323391328,122,51,62,"[[37, 34], [23, 28]]"
sub-38,2,tent_literal,metadata_order,0.5454545454545454,0.5443075117370892,0.6107784431137725,0.505868544600939,143,72,95,"[[27, 44], [21, 51]]"
sub-40,2,tent_literal,metadata_order,0.4755244755244755,0.47573385518590994,0.4755244755244755,0.48023483365949116,143,70,73,"[[34, 39], [36, 34]]"
